"dataset_root","split","label","filename","relative_path","full_path","size_bytes","modified_utc"
"Fundus","all","unlabeled","20051020_44598_0100_PP.png","dataset01\IMAGES\20051020_44598_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_44598_0100_PP.png","2845350","2011-02-25T11:56:14.0000000Z"
"Fundus","all","unlabeled","20051020_44636_0100_PP.png","dataset01\IMAGES\20051020_44636_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_44636_0100_PP.png","2819330","2011-02-25T11:55:03.0000000Z"
"Fundus","all","unlabeled","20051020_44692_0100_PP.png","dataset01\IMAGES\20051020_44692_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_44692_0100_PP.png","2781935","2011-02-25T11:52:32.0000000Z"
"Fundus","all","unlabeled","20051020_44714_0100_PP.png","dataset01\IMAGES\20051020_44714_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_44714_0100_PP.png","2857926","2011-02-25T11:55:48.0000000Z"
"Fundus","all","unlabeled","20051020_44762_0100_PP.png","dataset01\IMAGES\20051020_44762_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_44762_0100_PP.png","3728719","2011-02-25T11:53:07.0000000Z"
"Fundus","all","unlabeled","20051020_44782_0100_PP.png","dataset01\IMAGES\20051020_44782_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_44782_0100_PP.png","3426013","2011-02-25T11:52:47.0000000Z"
"Fundus","all","unlabeled","20051020_44901_0100_PP.png","dataset01\IMAGES\20051020_44901_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_44901_0100_PP.png","3151144","2011-02-25T11:54:55.0000000Z"
"Fundus","all","unlabeled","20051020_44923_0100_PP.png","dataset01\IMAGES\20051020_44923_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_44923_0100_PP.png","3230172","2011-02-25T11:52:32.0000000Z"
"Fundus","all","unlabeled","20051020_44982_0100_PP.png","dataset01\IMAGES\20051020_44982_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_44982_0100_PP.png","3443841","2011-02-25T11:52:46.0000000Z"
"Fundus","all","unlabeled","20051020_45004_0100_PP.png","dataset01\IMAGES\20051020_45004_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_45004_0100_PP.png","3430019","2011-02-25T11:54:02.0000000Z"
"Fundus","all","unlabeled","20051020_45050_0100_PP.png","dataset01\IMAGES\20051020_45050_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_45050_0100_PP.png","3523401","2011-02-25T11:54:47.0000000Z"
"Fundus","all","unlabeled","20051020_45068_0100_PP.png","dataset01\IMAGES\20051020_45068_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_45068_0100_PP.png","3539487","2011-02-25T11:52:54.0000000Z"
"Fundus","all","unlabeled","20051020_45110_0100_PP.png","dataset01\IMAGES\20051020_45110_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_45110_0100_PP.png","3492531","2011-02-25T11:55:40.0000000Z"
"Fundus","all","unlabeled","20051020_45137_0100_PP.png","dataset01\IMAGES\20051020_45137_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_45137_0100_PP.png","2946799","2011-02-25T11:55:15.0000000Z"
"Fundus","all","unlabeled","20051020_53062_0100_PP.png","dataset01\IMAGES\20051020_53062_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_53062_0100_PP.png","2751325","2011-02-25T11:53:19.0000000Z"
"Fundus","all","unlabeled","20051020_53178_0100_PP.png","dataset01\IMAGES\20051020_53178_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_53178_0100_PP.png","2747527","2011-02-25T11:52:46.0000000Z"
"Fundus","all","unlabeled","20051020_54209_0100_PP.png","dataset01\IMAGES\20051020_54209_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_54209_0100_PP.png","2862637","2011-02-25T11:53:52.0000000Z"
"Fundus","all","unlabeled","20051020_55346_0100_PP.png","dataset01\IMAGES\20051020_55346_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_55346_0100_PP.png","2792458","2011-02-25T11:52:33.0000000Z"
"Fundus","all","unlabeled","20051020_55701_0100_PP.png","dataset01\IMAGES\20051020_55701_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_55701_0100_PP.png","2944379","2011-02-25T11:52:42.0000000Z"
"Fundus","all","unlabeled","20051020_56592_0100_PP.png","dataset01\IMAGES\20051020_56592_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_56592_0100_PP.png","2798447","2011-02-25T11:54:54.0000000Z"
"Fundus","all","unlabeled","20051020_56791_0100_PP.png","dataset01\IMAGES\20051020_56791_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_56791_0100_PP.png","3700902","2011-02-25T11:55:59.0000000Z"
"Fundus","all","unlabeled","20051020_57157_0100_PP.png","dataset01\IMAGES\20051020_57157_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_57157_0100_PP.png","3682699","2011-02-25T11:53:01.0000000Z"
"Fundus","all","unlabeled","20051020_57566_0100_PP.png","dataset01\IMAGES\20051020_57566_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_57566_0100_PP.png","2872715","2011-02-25T11:55:04.0000000Z"
"Fundus","all","unlabeled","20051020_57622_0100_PP.png","dataset01\IMAGES\20051020_57622_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_57622_0100_PP.png","2821417","2011-02-25T11:54:03.0000000Z"
"Fundus","all","unlabeled","20051020_57761_0100_PP.png","dataset01\IMAGES\20051020_57761_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_57761_0100_PP.png","2804352","2011-02-25T11:56:03.0000000Z"
"Fundus","all","unlabeled","20051020_57844_0100_PP.png","dataset01\IMAGES\20051020_57844_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_57844_0100_PP.png","2808240","2011-02-25T11:55:34.0000000Z"
"Fundus","all","unlabeled","20051020_57967_0100_PP.png","dataset01\IMAGES\20051020_57967_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_57967_0100_PP.png","2751332","2011-02-25T11:52:32.0000000Z"
"Fundus","all","unlabeled","20051020_58065_0100_PP.png","dataset01\IMAGES\20051020_58065_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_58065_0100_PP.png","3308955","2011-02-25T11:52:50.0000000Z"
"Fundus","all","unlabeled","20051020_58214_0100_PP.png","dataset01\IMAGES\20051020_58214_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_58214_0100_PP.png","2870055","2011-02-25T11:54:44.0000000Z"
"Fundus","all","unlabeled","20051020_58276_0100_PP.png","dataset01\IMAGES\20051020_58276_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_58276_0100_PP.png","2918370","2011-02-25T11:53:57.0000000Z"
"Fundus","all","unlabeled","20051020_61757_0100_PP.png","dataset01\IMAGES\20051020_61757_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_61757_0100_PP.png","2819038","2011-02-25T11:55:36.0000000Z"
"Fundus","all","unlabeled","20051020_61804_0100_PP.png","dataset01\IMAGES\20051020_61804_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_61804_0100_PP.png","2810156","2011-02-25T11:55:38.0000000Z"
"Fundus","all","unlabeled","20051020_61998_0100_PP.png","dataset01\IMAGES\20051020_61998_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_61998_0100_PP.png","2741925","2011-02-25T11:55:22.0000000Z"
"Fundus","all","unlabeled","20051020_62014_0100_PP.png","dataset01\IMAGES\20051020_62014_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_62014_0100_PP.png","2746172","2011-02-25T11:55:48.0000000Z"
"Fundus","all","unlabeled","20051020_62337_0100_PP.png","dataset01\IMAGES\20051020_62337_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_62337_0100_PP.png","2811561","2011-02-25T11:54:00.0000000Z"
"Fundus","all","unlabeled","20051020_62385_0100_PP.png","dataset01\IMAGES\20051020_62385_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_62385_0100_PP.png","2815262","2011-02-25T11:56:15.0000000Z"
"Fundus","all","unlabeled","20051020_62461_0100_PP.png","dataset01\IMAGES\20051020_62461_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_62461_0100_PP.png","2930884","2011-02-25T11:55:21.0000000Z"
"Fundus","all","unlabeled","20051020_62510_0100_PP.png","dataset01\IMAGES\20051020_62510_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_62510_0100_PP.png","2938595","2011-02-25T11:55:43.0000000Z"
"Fundus","all","unlabeled","20051020_62577_0100_PP.png","dataset01\IMAGES\20051020_62577_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_62577_0100_PP.png","2861067","2011-02-25T11:53:46.0000000Z"
"Fundus","all","unlabeled","20051020_62615_0100_PP.png","dataset01\IMAGES\20051020_62615_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_62615_0100_PP.png","2867480","2011-02-25T11:53:13.0000000Z"
"Fundus","all","unlabeled","20051020_62709_0100_PP.png","dataset01\IMAGES\20051020_62709_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_62709_0100_PP.png","3472276","2011-02-25T11:56:13.0000000Z"
"Fundus","all","unlabeled","20051020_62802_0100_PP.png","dataset01\IMAGES\20051020_62802_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_62802_0100_PP.png","3863820","2011-02-25T11:55:47.0000000Z"
"Fundus","all","unlabeled","20051020_62878_0100_PP.png","dataset01\IMAGES\20051020_62878_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_62878_0100_PP.png","2807220","2011-02-25T11:55:11.0000000Z"
"Fundus","all","unlabeled","20051020_63045_0100_PP.png","dataset01\IMAGES\20051020_63045_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_63045_0100_PP.png","2800715","2011-02-25T11:52:47.0000000Z"
"Fundus","all","unlabeled","20051020_63269_0100_PP.png","dataset01\IMAGES\20051020_63269_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_63269_0100_PP.png","2803505","2011-02-25T11:55:01.0000000Z"
"Fundus","all","unlabeled","20051020_63337_0100_PP.png","dataset01\IMAGES\20051020_63337_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_63337_0100_PP.png","2760418","2011-02-25T11:53:41.0000000Z"
"Fundus","all","unlabeled","20051020_63711_0100_PP.png","dataset01\IMAGES\20051020_63711_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_63711_0100_PP.png","3559054","2011-02-25T11:54:48.0000000Z"
"Fundus","all","unlabeled","20051020_63829_0100_PP.png","dataset01\IMAGES\20051020_63829_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_63829_0100_PP.png","3557345","2011-02-25T11:56:10.0000000Z"
"Fundus","all","unlabeled","20051020_63936_0100_PP.png","dataset01\IMAGES\20051020_63936_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_63936_0100_PP.png","2810177","2011-02-25T11:53:59.0000000Z"
"Fundus","all","unlabeled","20051020_64007_0100_PP.png","dataset01\IMAGES\20051020_64007_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_64007_0100_PP.png","3440324","2011-02-25T11:53:10.0000000Z"
"Fundus","all","unlabeled","20051020_64249_0100_PP.png","dataset01\IMAGES\20051020_64249_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_64249_0100_PP.png","3488052","2011-02-25T11:55:17.0000000Z"
"Fundus","all","unlabeled","20051020_64388_0100_PP.png","dataset01\IMAGES\20051020_64388_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_64388_0100_PP.png","3485925","2011-02-25T11:55:34.0000000Z"
"Fundus","all","unlabeled","20051020_64518_0100_PP.png","dataset01\IMAGES\20051020_64518_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_64518_0100_PP.png","3518853","2011-02-25T11:55:50.0000000Z"
"Fundus","all","unlabeled","20051020_64570_0100_PP.png","dataset01\IMAGES\20051020_64570_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_64570_0100_PP.png","3536832","2011-02-25T11:55:27.0000000Z"
"Fundus","all","unlabeled","20051020_64653_0100_PP.png","dataset01\IMAGES\20051020_64653_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_64653_0100_PP.png","2770976","2011-02-25T11:52:43.0000000Z"
"Fundus","all","unlabeled","20051020_64703_0100_PP.png","dataset01\IMAGES\20051020_64703_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_64703_0100_PP.png","2796866","2011-02-25T11:53:20.0000000Z"
"Fundus","all","unlabeled","20051020_64775_0100_PP.png","dataset01\IMAGES\20051020_64775_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_64775_0100_PP.png","2817756","2011-02-25T11:54:28.0000000Z"
"Fundus","all","unlabeled","20051020_64836_0100_PP.png","dataset01\IMAGES\20051020_64836_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_64836_0100_PP.png","2817254","2011-02-25T11:52:57.0000000Z"
"Fundus","all","unlabeled","20051020_64945_0100_PP.png","dataset01\IMAGES\20051020_64945_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_64945_0100_PP.png","3504370","2011-02-25T11:54:47.0000000Z"
"Fundus","all","unlabeled","20051020_64993_0100_PP.png","dataset01\IMAGES\20051020_64993_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_64993_0100_PP.png","3478564","2011-02-25T11:54:58.0000000Z"
"Fundus","all","unlabeled","20051020_65166_0100_PP.png","dataset01\IMAGES\20051020_65166_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_65166_0100_PP.png","2789282","2011-02-25T11:53:35.0000000Z"
"Fundus","all","unlabeled","20051020_65230_0100_PP.png","dataset01\IMAGES\20051020_65230_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051020_65230_0100_PP.png","2822142","2011-02-25T11:53:54.0000000Z"
"Fundus","all","unlabeled","20051021_36097_0100_PP.png","dataset01\IMAGES\20051021_36097_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_36097_0100_PP.png","2805285","2011-02-25T11:53:02.0000000Z"
"Fundus","all","unlabeled","20051021_36208_0100_PP.png","dataset01\IMAGES\20051021_36208_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_36208_0100_PP.png","2810513","2011-02-25T11:55:32.0000000Z"
"Fundus","all","unlabeled","20051021_36380_0100_PP.png","dataset01\IMAGES\20051021_36380_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_36380_0100_PP.png","3694768","2011-02-25T11:53:12.0000000Z"
"Fundus","all","unlabeled","20051021_36476_0100_PP.png","dataset01\IMAGES\20051021_36476_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_36476_0100_PP.png","3748039","2011-02-25T11:55:23.0000000Z"
"Fundus","all","unlabeled","20051021_39222_0100_PP.png","dataset01\IMAGES\20051021_39222_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_39222_0100_PP.png","2809255","2011-02-25T11:52:40.0000000Z"
"Fundus","all","unlabeled","20051021_39314_0100_PP.png","dataset01\IMAGES\20051021_39314_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_39314_0100_PP.png","2822579","2011-02-25T11:53:18.0000000Z"
"Fundus","all","unlabeled","20051021_39482_0100_PP.png","dataset01\IMAGES\20051021_39482_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_39482_0100_PP.png","2707864","2011-02-25T11:54:43.0000000Z"
"Fundus","all","unlabeled","20051021_39552_0100_PP.png","dataset01\IMAGES\20051021_39552_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_39552_0100_PP.png","2751696","2011-02-25T11:53:34.0000000Z"
"Fundus","all","unlabeled","20051021_39661_0100_PP.png","dataset01\IMAGES\20051021_39661_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_39661_0100_PP.png","2896407","2011-02-25T11:52:30.0000000Z"
"Fundus","all","unlabeled","20051021_39719_0100_PP.png","dataset01\IMAGES\20051021_39719_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_39719_0100_PP.png","2877949","2011-02-25T11:56:11.0000000Z"
"Fundus","all","unlabeled","20051021_39845_0100_PP.png","dataset01\IMAGES\20051021_39845_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_39845_0100_PP.png","3341134","2011-02-25T11:54:02.0000000Z"
"Fundus","all","unlabeled","20051021_39914_0100_PP.png","dataset01\IMAGES\20051021_39914_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_39914_0100_PP.png","2821445","2011-02-25T11:55:58.0000000Z"
"Fundus","all","unlabeled","20051021_40018_0100_PP.png","dataset01\IMAGES\20051021_40018_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_40018_0100_PP.png","2791081","2011-02-25T11:54:41.0000000Z"
"Fundus","all","unlabeled","20051021_40074_0100_PP.png","dataset01\IMAGES\20051021_40074_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_40074_0100_PP.png","2845758","2011-02-25T11:53:25.0000000Z"
"Fundus","all","unlabeled","20051021_40180_0100_PP.png","dataset01\IMAGES\20051021_40180_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_40180_0100_PP.png","3410432","2011-02-25T11:52:53.0000000Z"
"Fundus","all","unlabeled","20051021_40248_0100_PP.png","dataset01\IMAGES\20051021_40248_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_40248_0100_PP.png","3834746","2011-02-25T11:54:50.0000000Z"
"Fundus","all","unlabeled","20051021_40377_0100_PP.png","dataset01\IMAGES\20051021_40377_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_40377_0100_PP.png","2880504","2011-02-25T11:54:28.0000000Z"
"Fundus","all","unlabeled","20051021_40450_0100_PP.png","dataset01\IMAGES\20051021_40450_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_40450_0100_PP.png","2871809","2011-02-25T11:54:51.0000000Z"
"Fundus","all","unlabeled","20051021_51418_0100_PP.png","dataset01\IMAGES\20051021_51418_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_51418_0100_PP.png","2767284","2011-02-25T11:53:02.0000000Z"
"Fundus","all","unlabeled","20051021_51476_0100_PP.png","dataset01\IMAGES\20051021_51476_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_51476_0100_PP.png","2807140","2011-02-25T11:52:38.0000000Z"
"Fundus","all","unlabeled","20051021_51561_0100_PP.png","dataset01\IMAGES\20051021_51561_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_51561_0100_PP.png","3366938","2011-02-25T11:52:30.0000000Z"
"Fundus","all","unlabeled","20051021_51625_0100_PP.png","dataset01\IMAGES\20051021_51625_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_51625_0100_PP.png","2797116","2011-02-25T11:53:40.0000000Z"
"Fundus","all","unlabeled","20051021_51748_0100_PP.png","dataset01\IMAGES\20051021_51748_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_51748_0100_PP.png","2735865","2011-02-25T11:54:39.0000000Z"
"Fundus","all","unlabeled","20051021_51804_0100_PP.png","dataset01\IMAGES\20051021_51804_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_51804_0100_PP.png","2788485","2011-02-25T11:53:07.0000000Z"
"Fundus","all","unlabeled","20051021_51936_0100_PP.png","dataset01\IMAGES\20051021_51936_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_51936_0100_PP.png","3423833","2011-02-25T11:55:46.0000000Z"
"Fundus","all","unlabeled","20051021_51994_0100_PP.png","dataset01\IMAGES\20051021_51994_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_51994_0100_PP.png","3331664","2011-02-25T11:54:41.0000000Z"
"Fundus","all","unlabeled","20051021_52075_0100_PP.png","dataset01\IMAGES\20051021_52075_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_52075_0100_PP.png","3554814","2011-02-25T11:52:59.0000000Z"
"Fundus","all","unlabeled","20051021_52127_0100_PP.png","dataset01\IMAGES\20051021_52127_0100_PP.png","C:\Users\VICTUS\Desktop\Refracto AI\backend\data\Fundus\dataset01\IMAGES\20051021_52127_0100_PP.png","3555860","2011-02-25T11:55:53.0000000Z"
